clauses,T,s,epochs,train_accuracy,test_accuracy,train_precision,test_precision,train_recall,test_recall,train_f1_score,test_f1_score
250,200,5,100,0.9364244315648684,0.9215530418832162,0.9365230240047605,0.9215820459582268,0.9364244315648684,0.9215530418832162,0.9364207653750051,0.9215511396388705
250,200,10,100,0.9472432753752414,0.9303576887801895,0.9475594795013109,0.9308413717003424,0.9472432753752414,0.9303576887801895,0.9472340657594793,0.9303400574013571
250,200,50,100,0.9344330509733987,0.9213084683583002,0.9344331538547301,0.9213643327775911,0.9344330509733987,0.9213084683583002,0.9344330495832696,0.9213066078728823
250,200,100,100,0.9197800564719869,0.8989911342097218,0.9211436400607359,0.9006584369028886,0.9197800564719869,0.8989911342097218,0.9197154407766708,0.8988915272720989
500,400,5,100,0.9482241046217863,0.9295628248242128,0.949194419591414,0.9306828005859702,0.9482241046217863,0.9295628248242128,0.9481959398829485,0.9295140270973743
500,400,10,100,0.956932679447169,0.9306634056863344,0.9572528059752916,0.9312169509608872,0.956932679447169,0.9306634056863344,0.9569252288041199,0.9306431908009473
500,400,50,100,0.9478971615396047,0.922164475695506,0.9480222963556612,0.9223473090997839,0.9478971615396047,0.922164475695506,0.9478935915664808,0.9221573936351514
500,400,100,100,0.9382077574676773,0.9115866707428921,0.9382531337789453,0.9116402912459415,0.9382077574676773,0.9115866707428921,0.9382062079102997,0.9115846332947388
1500,1200,5,100,0.9791945311338981,0.9365943136655457,0.9793658818867872,0.9369218471142772,0.9791945311338981,0.9365943136655457,0.9791927015788222,0.9365838457352711
1500,1200,10,100,0.9801159161836825,0.9402629165392846,0.9801831451358762,0.9404397192617888,0.9801159161836825,0.9402629165392846,0.980115238021191,0.9402578926445581
1500,1200,50,100,0.9841878436617625,0.9349434423723632,0.9842294628122785,0.9351250614628092,0.9841878436617625,0.9349434423723632,0.984187492820671,0.93493555527766
1500,1200,100,100,0.9796403626096002,0.9277285233873434,0.9797667608507034,0.928094327370496,0.9796403626096002,0.9277285233873434,0.9796390466154121,0.9277148241604187
4000,3200,5,100,0.9977708426214891,0.9436258025068787,0.9977735187335365,0.9438104234291568,0.9977708426214891,0.9436258025068787,0.9977708400102681,0.9436208691929018
4000,3200,10,100,0.9988705602615545,0.9509630082543564,0.9988721470988557,0.9512512345766705,0.9988705602615545,0.9509630082543564,0.9988705595132411,0.9509561719449134
4000,3200,50,100,0.9993163917372566,0.9468052583307857,0.9993164782346781,0.9468602787325903,0.9993163917372566,0.9468052583307857,0.9993163917288018,0.9468040949273736
4000,3200,100,100,0.996938623866845,0.9401406297768267,0.9969387663453373,0.9401674592283532,0.996938623866845,0.9401406297768267,0.9969386237694856,0.940140094032554
10000,8000,5,100,1.0,0.955976765515133,1.0,0.9560127080539486,1.0,0.955976765515133,1.0,0.9559762085669492
10000,8000,10,100,1.0,0.9549984714154692,1.0,0.9553062400866752,1.0,0.9549984714154692,1.0,0.9549918008843228
10000,8000,50,100,1.0,0.9515132986854173,1.0,0.9515945178663527,1.0,0.9515132986854173,1.0,0.9515116389503029
10000,8000,100,100,0.9991083370485956,0.9456435340874351,0.9991087886707193,0.9457663879602067,0.9991083370485956,0.9456435340874351,0.9991083369099608,0.9456405162474014
20000,16000,5,100,1.0,0.9581779272393763,1.0,0.958261703648542,1.0,0.9581779272393763,1.0,0.9581764653052705
20000,16000,10,100,1.0,0.959033934576582,1.0,0.9591370572843805,1.0,0.959033934576582,1.0,0.9590321221100365
20000,16000,50,100,1.0,0.9545704677468664,1.0,0.9546114275634571,1.0,0.9545704677468664,1.0,0.9545697877050363
20000,16000,100,100,0.9994947243275375,0.9474166921430756,0.9994948108448092,0.9474647309928005,0.9994947243275375,0.9474166921430756,0.9994947243212886,0.9474157178631474
25000,20000,5,100,1.0,0.959339651482727,1.0,0.9594251403528671,1.0,0.959339651482727,1.0,0.9593382003623575
25000,20000,10,100,1.0,0.9596453683888719,1.0,0.959813872011975,1.0,0.9596453683888719,1.0,0.9596422850869905
25000,20000,50,100,1.0,0.9549373280342403,1.0,0.9550776860702095,1.0,0.9549373280342403,1.0,0.9549344851675491
25000,20000,100,100,0.9997622232129588,0.9486395597676551,0.9997622514600177,0.9486403266715082,0.9997622232129588,0.9486395597676551,0.9997622232053968,0.948639588569431
