clauses,T,s,epochs,train_accuracy,test_accuracy,train_precision,test_precision,train_recall,test_recall,train_f1_score,test_f1_score
20000,16000,10,100,0.9980977291641897,0.8816336512594767,0.9980977906762304,0.8816539251032268,0.9980977291641897,0.8816336512594767,0.9980977281760051,0.8816334530373344
