clauses,T,s,epochs,train_accuracy,test_accuracy,train_precision,test_precision,train_recall,test_recall,train_f1_score,test_f1_score
250,200,5,100,0.8880432187201528,0.8653612997090203,0.8880471973364107,0.8654629605128514,0.8880432187201528,0.8653612997090203,0.8880407574679081,0.8653470761200549
250,200,10,100,0.8885804680038204,0.8714233753637245,0.8890708330361001,0.8719487666654088,0.8885804680038204,0.8714233753637245,0.8885276796033628,0.8713678302047665
250,200,50,100,0.829512893982808,0.8203200775945684,0.8302230076954857,0.8217716501050847,0.829512893982808,0.8203200775945684,0.829381866292136,0.8200896766854555
250,200,100,100,0.8353330945558739,0.8189258001939864,0.8381126040483142,0.8221813856040462,0.8353330945558739,0.8189258001939864,0.8349222101218507,0.8184258484634009
500,400,5,100,0.9085780802292264,0.8629364694471388,0.9096798594834639,0.8635197177130806,0.9085780802292264,0.8629364694471388,0.908536216552104,0.862892750164077
500,400,10,100,0.9271430276981852,0.8808802133850631,0.9271909837824991,0.8809210615134297,0.9271430276981852,0.8808802133850631,0.9271439707085184,0.8808793978543711
500,400,50,100,0.8510028653295129,0.8389912706110573,0.852532389835994,0.8406251903205387,0.8510028653295129,0.8389912706110573,0.8507949239886919,0.8387734378841718
500,400,100,100,0.8500477554918816,0.8336566440349176,0.8502721921154534,0.8341619874798237,0.8500477554918816,0.8336566440349176,0.8500051077863492,0.8335792072753482
1500,1200,5,100,0.9579154727793696,0.8708777885548011,0.958423511786058,0.8716294797182361,0.9579154727793696,0.8708777885548011,0.9579093051419669,0.870824279548142
1500,1200,10,100,0.9550501432664756,0.8747575169738119,0.9553360584569501,0.8758039030437299,0.9550501432664756,0.8747575169738119,0.9550385386059643,0.874656574862989
1500,1200,50,100,0.9066678605539638,0.86475509214355,0.9073321889427299,0.8657570181714511,0.9066678605539638,0.86475509214355,0.9066135238363561,0.8646474849033626
1500,1200,100,100,0.9445439350525311,0.8672405431619786,0.9446575522545513,0.867272603310482,0.9445439350525311,0.8672405431619786,0.9445438579834213,0.8672400513840698
4000,3200,5,100,0.9967168099331423,0.885305528612997,0.9967248945154247,0.8857240522076426,0.9967168099331423,0.885305528612997,0.9967167458848424,0.885266658230469
4000,3200,10,100,0.9969555873925502,0.891003879728419,0.9969643611518206,0.8917417350614861,0.9969555873925502,0.891003879728419,0.9969556223258131,0.8909618952683493
4000,3200,50,100,0.9964183381088825,0.8842143549951503,0.9964312839267829,0.8847707682004256,0.9964183381088825,0.8842143549951503,0.9964182448020681,0.8841634526161742
4000,3200,100,100,0.9967168099331423,0.8739088263821533,0.9967186700286695,0.8739972017714971,0.9967168099331423,0.8739088263821533,0.9967168307121462,0.8739052083390793
10000,8000,5,100,1.0,0.8932468477206595,1.0,0.8932498331693867,1.0,0.8932468477206595,1.0,0.8932459473576729
10000,8000,10,100,1.0,0.8959747817652765,1.0,0.8960099380882569,1.0,0.8959747817652765,1.0,0.8959743291455784
10000,8000,50,100,0.999940305635148,0.8897308438409312,0.9999403128155612,0.8902166896572399,0.999940305635148,0.8897308438409312,0.9999403056619517,0.8897042060726275
10000,8000,100,100,0.9998507640878701,0.8839112512124151,0.9998507803219626,0.8840847808041143,0.9998507640878701,0.8839112512124151,0.9998507641879851,0.8839030074063232
20000,16000,5,100,1.0,0.893913676042677,1.0,0.8939269827942461,1.0,0.893913676042677,1.0,0.8939114459780685
20000,16000,10,100,1.0,0.8983996120271581,1.0,0.8984120883246787,1.0,0.8983996120271581,1.0,0.898397595748997
20000,16000,50,100,1.0,0.8937318137730359,1.0,0.8937414132143494,1.0,0.8937318137730359,1.0,0.8937321172094481
20000,16000,100,100,1.0,0.8913676042677012,1.0,0.8914205603618258,1.0,0.8913676042677012,1.0,0.8913663555316478
25000,20000,5,100,1.0,0.8951260911736179,1.0,0.8951671436587602,1.0,0.8951260911736179,1.0,0.8951211391841941
25000,20000,10,100,1.0,0.905492240543162,1.0,0.9055873851731023,1.0,0.905492240543162,1.0,0.9054894638021005
25000,20000,50,100,1.0,0.8994907856450048,1.0,0.8995665610036232,1.0,0.8994907856450048,1.0,0.8994886728910334
25000,20000,100,100,1.0,0.8913676042677012,1.0,0.891597778866097,1.0,0.8913676042677012,1.0,0.8913568056637295
