clauses,T,s,epochs,train_accuracy,test_accuracy,train_precision,test_precision,train_recall,test_recall,train_f1_score,test_f1_score
250,200,5,100,0.8494939210636642,0.831145369143683,0.8497971566829421,0.8312556501490121,0.8494939210636642,0.831145369143683,0.8494533924874803,0.8311362500364705
250,200,10,100,0.8574893693477871,0.8416837287727328,0.8620689445493626,0.8463354183526072,0.8574893693477871,0.8416837287727328,0.8570646966145578,0.8411203689789393
250,200,50,100,0.8093669521470923,0.8047693604721186,0.8144759241387921,0.8106300911430872,0.8093669521470923,0.8047693604721186,0.808543770185248,0.8038904742650307
250,200,100,100,0.8258669222015931,0.8161507888714923,0.8407289730728181,0.8293094542490166,0.8258669222015931,0.8161507888714923,0.8240122419483988,0.8142333906044914
500,400,5,100,0.8677007845720788,0.8462603878116344,0.8677131904840393,0.8462820702976079,0.8677007845720788,0.8462603878116344,0.8676982442223551,0.8462598096690951
500,400,10,100,0.8736299934119902,0.8518005540166205,0.8743454853015366,0.8525327382246012,0.8736299934119902,0.8518005540166205,0.8735787578747229,0.8517126051174932
500,400,50,100,0.8396717973288614,0.8330121642779719,0.8454113223804188,0.8385076489945938,0.8396717973288614,0.8330121642779719,0.8390393396518397,0.8322964001640438
500,400,100,100,0.8259268131999761,0.8070576899915693,0.8331194396810088,0.8143926192950586,0.8259268131999761,0.8070576899915693,0.8249355629583248,0.8059763885900404
1500,1200,5,100,0.8907887644487034,0.8555341442851981,0.890794861968682,0.8555618794722356,0.8907887644487034,0.8555341442851981,0.8907875562145088,0.8555332405832242
1500,1200,10,100,0.8949811343355094,0.8557750210767192,0.895003349306752,0.8558426437399155,0.8949811343355094,0.8557750210767192,0.8949808765814932,0.8557648752643038
1500,1200,50,100,0.8677606755704618,0.8433698663133807,0.870618414579668,0.8459581325560833,0.8677606755704618,0.8433698663133807,0.8675248008442352,0.8430542158716765
1500,1200,100,100,0.8883931245133856,0.8486089365289654,0.8885338813616525,0.8486856268649354,0.8883931245133856,0.8486089365289654,0.8883864322825032,0.8485968485085831
4000,3200,5,100,0.9129783793495838,0.8563772130555221,0.913090433110185,0.8564380580643246,0.9129783793495838,0.8563772130555221,0.9129747131586007,0.8563679722421339
4000,3200,10,100,0.9081571539797568,0.8588462001686138,0.9083112202016744,0.8590295582301123,0.9081571539797568,0.8588462001686138,0.9081512949816081,0.8588230014785354
4000,3200,50,100,0.913876744325328,0.8617969408647477,0.9153274296961897,0.8633160589548676,0.913876744325328,0.8617969408647477,0.9138095032602022,0.8616381300672171
4000,3200,100,100,0.9287896029226808,0.8645068047693605,0.9288752411675779,0.8646287878439955,0.9287896029226808,0.8645068047693605,0.9287875880824297,0.8644914725504246
10000,8000,5,100,0.9300173683895311,0.8623991328435505,0.93076759461561,0.8630399774385993,0.9300173683895311,0.8623991328435505,0.9299913967256355,0.8623291640145052
10000,8000,10,100,0.924746960531832,0.8649885583524027,0.9254425822182817,0.8658290112619302,0.924746960531832,0.8649885583524027,0.9247209166147076,0.8649007138057138
10000,8000,50,100,0.9429538240402467,0.8663735999036493,0.9432816173096121,0.8666239508207358,0.9429538240402467,0.8663735999036493,0.9429456329138195,0.8663452134616462
10000,8000,100,100,0.9430137150386297,0.8659520655184872,0.9430202264350934,0.8659710725445233,0.9430137150386297,0.8659520655184872,0.9430138241404047,0.8659487054188265
20000,16000,5,100,0.9449302269868839,0.8607732145007828,0.9450060451610446,0.8609499356157145,0.9449302269868839,0.8607732145007828,0.9449289635098942,0.8607511891243773
20000,16000,10,100,0.9382523806671857,0.8651089967481633,0.9382524794587085,0.8651089967481633,0.9382523806671857,0.8651089967481633,0.9382523089054596,0.8651089967481633
20000,16000,50,100,0.9498113433550938,0.8676382030591353,0.9502357316506382,0.8681515676636984,0.9498113433550938,0.8676382030591353,0.9498018393653785,0.8675842212848391
20000,16000,100,100,0.9483739593939031,0.865470311935445,0.9484165556269651,0.8655543509701586,0.9483739593939031,0.865470311935445,0.9483734853337146,0.8654592755120528
25000,20000,5,100,0.9443313170030544,0.8669757918824521,0.9447300484037144,0.8674148309327163,0.9443313170030544,0.8669757918824521,0.9443213666738279,0.8669287466963597
25000,20000,10,100,0.9419656225669282,0.8669757918824521,0.9422082575246864,0.8673500196090024,0.9419656225669282,0.8669757918824521,0.9419597260407866,0.8669351614399792
25000,20000,50,100,0.9531652392645386,0.8672166686739733,0.953362687284111,0.8674235018310835,0.9531652392645386,0.8672166686739733,0.9531616062104071,0.8671929511046432
25000,20000,100,100,0.9479846679044139,0.865891846320607,0.9480981890574126,0.8660854475237102,0.9479846679044139,0.865891846320607,0.9479826192081711,0.8658691765253382
